content_id,risk_score,reason_code,impressions_prev_30d,avg_position,days_since_last_update,is_declining_label
content_5ece87ba64ec,0.775,weak_position,33,16.1,20,1
content_b88c6b220b23,0.775,weak_position,5222,49.0,14,1
content_20110cdfc619,0.775,standard_review,734,6.5,104,1
content_895d410ded9e,0.775,weak_position,11,32.1,104,0
content_86fe1bcebbdf,0.775,weak_position,503,33.6,104,0
content_cc310ef4cde7,0.775,standard_review,2864,3.5,104,1
content_75d4a2783c3f,0.775,standard_review,24,9.3,22,1
content_ded7cafbf217,0.775,standard_review,74,10.2,20,1
content_b3ee10c634d0,0.775,standard_review,207,7.2,22,1
content_6676528a2392,0.775,standard_review,528,8.9,14,1
content_374e795aab68,0.775,weak_position,61,31.0,20,0
content_73da2b2f119f,0.775,standard_review,5189,10.3,8,1
content_b2db3553a878,0.775,standard_review,270,9.2,20,1
content_957b5631ffa0,0.775,weak_position,80,25.0,20,1
content_cd89c08a4fce,0.775,standard_review,20,6.4,8,1
content_3446365f881c,0.775,weak_position,41,16.5,104,0
content_7270758c1e78,0.775,standard_review,216,9.3,13,0
content_1a99674b5959,0.775,standard_review,5970,4.9,20,0
content_9de1f0e1077b,0.775,standard_review,13,6.3,104,1
content_41b51e95b085,0.775,weak_position,467,16.6,20,1
content_c6ff95136793,0.775,weak_position,111,36.2,104,0
content_79ce867cfd05,0.775,weak_position,868,17.5,20,1
content_9e5fd2619399,0.775,standard_review,341,9.9,20,1
content_12f2fd7f3dfc,0.775,weak_position,2719,13.8,8,0
content_3d84a9674d44,0.775,weak_position,13224,15.3,104,0
content_0a5e5e5f58bc,0.775,weak_position,506,13.4,104,1
content_9fc161c58071,0.775,standard_review,1802,8.3,20,1
content_e3d082e9663e,0.775,standard_review,1054,10.7,20,0
content_d9c318fd8479,0.775,standard_review,123,4.7,20,1
content_d3e1cf4ba011,0.775,weak_position,37,15.4,104,1
content_cc9de379b52f,0.775,standard_review,881,6.6,20,0
content_7fde62f5a97f,0.775,standard_review,769,8.0,104,1
content_5fae218025f1,0.775,weak_position,4,15.3,104,1
content_6f173efec5b3,0.775,weak_position,49,27.6,20,1
content_02866c352877,0.775,weak_position,112,12.3,104,1
content_88e1e02ab94c,0.775,standard_review,2121,10.4,20,1
content_7cc7180fe735,0.775,weak_position,5,37.6,20,1
content_f7ced2153190,0.775,standard_review,411,5.1,22,1
content_e27483d04454,0.775,weak_position,23,20.9,104,0
content_3443261a25bc,0.775,standard_review,43,5.8,20,1
content_8a918f6d5dec,0.775,standard_review,225,5.6,20,1
content_f374090d7a61,0.775,weak_position,155,21.2,20,1
content_0cd6cb0cf3eb,0.775,weak_position,922,19.9,8,1
content_7fbf34bc95fd,0.775,weak_position,63,22.0,104,1
content_042bc3077f90,0.775,standard_review,105,4.5,20,1
content_87c9cf0a0864,0.775,standard_review,571,6.5,104,0
content_73bd82df022f,0.775,weak_position,1244,25.6,20,1
content_e76451da9b59,0.775,weak_position,18,54.9,20,1
content_ea41fe5cf292,0.775,standard_review,63,8.0,183,1
content_b61ee0260062,0.775,standard_review,938,6.9,104,1
content_642796173c77,0.775,standard_review,970,5.2,20,1
content_dcadca17421a,0.775,weak_position,343,15.6,20,1
content_c8ab44f319a3,0.775,standard_review,680,7.7,20,1
content_295b27d217e8,0.775,weak_position,301,39.7,20,1
content_1dfabe7b1fe8,0.775,standard_review,115,2.9,106,1
content_e86d2fa57f50,0.775,weak_position,30020,13.2,20,0
content_0f7d472f7ba8,0.775,standard_review,51,3.0,20,1
content_a1909e5ceab0,0.775,weak_position,323,14.6,22,0
content_5ab196f388fd,0.775,weak_position,1334,47.4,20,1
content_8ee3d6eae306,0.775,weak_position,452,23.8,13,1
content_cd3e816c670d,0.775,weak_position,124,20.8,104,1
content_e3499aa7437a,0.775,weak_position,10,55.0,20,1
content_ac93ace6d92e,0.775,weak_position,76,30.4,20,1
content_920a46c32b74,0.775,standard_review,1082,8.4,20,0
content_eec51c1f0c59,0.775,weak_position,5318,18.9,104,0
content_267d8cf80905,0.775,weak_position,8570,16.0,20,1
content_82b64c81ae7e,0.775,standard_review,53,7.6,104,1
content_52e5978eba13,0.775,weak_position,1296,24.2,104,0
content_a8887ecf184d,0.775,weak_position,9821,13.8,104,0
content_8bd4d2afaee3,0.775,weak_position,53,14.4,13,0
content_619ee7ba11f9,0.775,standard_review,1163,7.0,20,0
content_2d92cc08f225,0.775,weak_position,185,16.2,13,0
content_bd8bdfeecffe,0.775,weak_position,1409,12.5,14,1
content_6daf6e589307,0.775,standard_review,621,5.9,104,1
content_b4c79208b569,0.775,standard_review,747,1.9,104,1
content_59a82d932aa7,0.775,weak_position,67,22.7,104,1
content_6a97982dccf7,0.775,standard_review,73,6.1,20,0
content_9b154ec7af5a,0.775,standard_review,357,5.3,22,0
content_206ace15478f,0.775,weak_position,765,30.6,104,0
content_7284beb06530,0.775,weak_position,101,47.3,20,1
content_e29acec86b76,0.775,standard_review,110,7.5,20,0
content_9c096c75402f,0.775,weak_position,7144,21.2,104,0
content_86c98b7fffc0,0.775,weak_position,4246,31.1,104,1
content_3e6203ac624d,0.775,weak_position,2,40.7,20,1
content_970d78c803f0,0.775,standard_review,971,6.4,104,1
content_3765a8bd9828,0.775,weak_position,2473,12.6,8,1
content_82565f70e10a,0.775,standard_review,446,6.1,20,1
content_20cb460cb0c6,0.775,standard_review,119,9.6,20,1
content_f488400fca67,0.775,standard_review,25,5.7,305,1
content_dabcd9af13de,0.775,weak_position,1742,47.3,20,0
content_c7acf97aca30,0.775,weak_position,61,39.2,104,0
content_7314270af1f3,0.775,standard_review,176,9.8,22,1
content_2112ebb1b7f9,0.775,weak_position,465,12.5,15,1
content_e8fb35ceac65,0.775,weak_position,1009,31.5,20,1
content_4340e8d66f85,0.775,weak_position,904,16.5,104,1
content_7abc16aa2975,0.775,weak_position,435,13.0,20,1
content_c35f57c0d671,0.775,weak_position,632,27.5,20,0
content_c83476e39f7d,0.775,standard_review,75,10.1,13,0
content_63b5185a2c4e,0.775,weak_position,6148,16.9,104,1
content_651cb49a5bde,0.775,standard_review,883,5.4,104,0
content_35d23a602ff1,0.775,standard_review,1805,7.9,20,0
content_3546c7b868f1,0.775,standard_review,1891,4.6,104,1
content_ce8619672faf,0.775,standard_review,770,3.5,22,1
content_54dadf439c20,0.775,weak_position,509,15.9,104,1
content_515d9240c691,0.775,weak_position,15,13.8,22,0
content_cce547e0d95f,0.775,standard_review,31,8.0,20,1
content_c11409a6bae9,0.775,weak_position,985,28.0,14,1
content_92f7cee26375,0.775,standard_review,5753,5.5,104,0
content_2c272d362d10,0.775,standard_review,262,9.4,22,0
content_20d979c70288,0.775,standard_review,4514,4.6,104,0
content_41eb625c4aca,0.775,weak_position,402,13.2,89,1
content_570bd3b00591,0.775,standard_review,1302,11.1,20,1
content_0789d4559aa4,0.775,weak_position,11,34.9,20,1
content_e60819775903,0.775,standard_review,328,4.9,104,0
content_33cde508c590,0.775,standard_review,766,11.0,104,1
content_9d6a95a44978,0.775,weak_position,291,11.6,22,0
content_94fffa87a0da,0.775,standard_review,398,8.6,22,0
content_08093639296d,0.775,standard_review,303,8.4,20,1
content_1b2f7d7e470f,0.775,weak_position,43,50.0,22,0
content_a564f2e827a4,0.775,standard_review,1024,7.5,20,1
content_e7fb72490e18,0.775,standard_review,2950,4.9,20,1
content_77cbaae31ae0,0.775,standard_review,1307,5.6,104,1
content_6c8fbfdf1b6a,0.775,weak_position,280,14.0,104,0
content_a0e0cffaef37,0.775,weak_position,4,15.2,98,1
content_c473347996ee,0.7742261904761905,standard_review,31,5.8,20,1
content_283fb243c9b8,0.774,weak_position,55,11.7,20,0
content_91ea4c709044,0.7727023809523811,standard_review,5,3.9,20,0
content_a2ea3d443492,0.7724285714285715,standard_review,34,7.6,20,1
content_339f96ee9de3,0.772,standard_review,23,9.5,22,1
content_756eb14c4e60,0.7716666666666666,weak_position,1607,25.8,104,1
content_b31d578ae5c8,0.7709166666666668,standard_review,4,3.6,20,0
content_9c8f28c7109f,0.7704880952380952,standard_review,7,6.2,20,1
content_db7b7d702d16,0.7704206349206351,standard_review,4,3.7,20,1
content_74fa5b71d89d,0.7700833333333335,standard_review,10,6.5,104,1
content_420f30e62d90,0.7700833333333335,standard_review,10,6.5,103,1
content_71032e3148fa,0.77,standard_review,100,6.3,20,1
content_6fafe30f1c8c,0.77,standard_review,257,7.1,20,1
content_efab6421e4d6,0.77,weak_position,414,16.8,20,1
content_74da88d882b5,0.77,weak_position,308,40.7,20,0
content_0bcf5514ae1c,0.77,weak_position,7915,31.5,104,1
content_7fd9865a039b,0.77,weak_position,165,23.7,20,0
content_8e14b2753384,0.77,standard_review,8228,10.0,20,0
content_75bbe9161b5d,0.77,standard_review,1,9.0,102,1
content_77ac7bbc1b00,0.77,standard_review,431,9.9,20,1
content_99f56cb3eef4,0.77,weak_position,420,24.9,104,1
content_f1739d64d7da,0.77,weak_position,2305,13.0,104,0
content_f8a33e340cdd,0.77,standard_review,8633,5.7,22,1
content_7c7b08bd1c9b,0.77,standard_review,10624,6.1,22,0
content_6a5b01acb593,0.77,weak_position,4110,14.1,20,1
content_9ce4d5efdd4b,0.77,weak_position,55,24.6,20,1
content_27bd893f8d79,0.77,standard_review,889,9.2,104,1
content_f27aa3bffa47,0.77,weak_position,256,24.0,104,1
content_0521f6ff705f,0.77,standard_review,4034,6.7,104,1
content_ff4cad67df87,0.77,weak_position,229,25.6,104,1
content_69790a71d487,0.77,standard_review,1272,5.3,104,1
content_84b6a73bb71f,0.77,standard_review,695,5.9,20,1
content_52062f64233f,0.77,weak_position,7620,40.4,104,1
content_a3c0ebdd3a4b,0.77,standard_review,617,7.8,22,1
content_ca4274162b1d,0.77,weak_position,153,16.6,20,1
content_5b2b198ea3c1,0.77,standard_review,486,7.7,104,1
content_d700ebfe47c7,0.77,weak_position,417,11.7,104,1
content_c4003d1334e2,0.77,standard_review,715,7.6,104,1
content_501ca145d4b0,0.77,standard_review,61,6.7,20,0
content_5c22e6455800,0.77,weak_position,319,14.7,104,1
content_191ccacae9fa,0.77,weak_position,10,28.4,20,0
content_88cd6a49a254,0.77,weak_position,55,14.4,104,0
content_2ef73e064900,0.77,weak_position,68,24.4,22,1
content_9924e0695f7b,0.77,weak_position,4446,14.6,104,1
content_65ab749279c8,0.77,standard_review,174,8.9,13,1
content_d44e0056bb95,0.77,weak_position,1852,14.8,104,0
content_9891940ca6d5,0.77,standard_review,1,9.0,104,1
content_1832af5bc6c4,0.77,standard_review,1901,9.8,20,1
content_4aa3bd47b90c,0.77,weak_position,376,12.2,104,1
content_5bbff6c1408b,0.77,standard_review,189,5.2,104,1
content_dc2091049b28,0.77,weak_position,1443,41.0,104,1
content_8cb306e0034a,0.77,weak_position,2638,48.4,104,1
content_09639155e71c,0.77,standard_review,820,5.1,22,1
content_c82a63988e25,0.77,weak_position,143,19.4,13,1
content_cac1d6f46c0c,0.77,standard_review,1512,9.3,104,0
content_375789e258fe,0.77,standard_review,1217,6.3,104,1
content_963a01cd4375,0.77,standard_review,433,8.5,104,1
content_c14a4c72d09f,0.77,weak_position,2,19.8,8,0
content_bb3d21795957,0.77,weak_position,499,44.7,20,1
content_3c770ef0121a,0.77,standard_review,71,6.9,183,0
content_62abc4bd66be,0.77,weak_position,9474,68.5,104,0
content_ef28f5b1c077,0.77,weak_position,5786,13.9,104,1
content_453f8c497e30,0.77,standard_review,1570,5.3,104,0
content_3904bdd49725,0.77,standard_review,11,6.8,104,1
content_750a8a6662d3,0.77,standard_review,385,9.2,104,0
content_c9147cda01f0,0.77,standard_review,18188,7.7,25,1
content_00b1fc4e9026,0.77,standard_review,1748,4.4,104,1
content_fbe29bbd5001,0.77,weak_position,564,31.9,14,0
content_c2bebd7cefa3,0.77,standard_review,239,10.6,13,1
content_53b3c3f78b93,0.77,weak_position,1477,14.0,104,0
content_4d4c6c972349,0.77,standard_review,1,9.0,102,1
content_3077405acb14,0.77,standard_review,1255,4.8,20,1
content_3dcf7dc53ee1,0.77,weak_position,136,22.7,104,1
content_e486a0149e6a,0.77,standard_review,985,10.6,104,0
content_3d396c2b66d4,0.77,weak_position,43,16.3,11,0
content_d3cd7dc4e850,0.77,weak_position,1479,18.0,104,1
content_caabbb3b90d9,0.77,standard_review,1136,3.1,104,1
content_3b0320392386,0.77,weak_position,11,16.9,22,0
content_6226ee6adc91,0.77,weak_position,186,17.8,183,1
content_637a664b9b14,0.77,weak_position,9,11.6,8,1
content_e073b1683880,0.77,standard_review,634,4.1,20,1
content_27e08ac4ee6c,0.77,weak_position,629,13.8,14,1
content_297d1c0e8c7e,0.77,weak_position,6610,31.4,104,0
content_9131c7f9443c,0.77,standard_review,710,6.0,104,1
content_201c9442a926,0.77,standard_review,21,7.2,20,1
content_3e5df6b9e532,0.77,weak_position,44,24.9,20,1
content_f6de82076ad7,0.77,weak_position,126,12.8,104,0
content_ca505d6fe567,0.77,weak_position,1548,36.5,20,1
content_ca1867b1b108,0.77,standard_review,7987,6.2,104,0
content_2fcd98550190,0.77,standard_review,110,8.5,104,1
content_98db1536110c,0.77,weak_position,1768,30.4,104,1
content_6037ea304533,0.77,standard_review,57,8.7,20,0
content_6c506d78b657,0.77,weak_position,762,16.8,22,0
content_d4a2918dc363,0.77,standard_review,219,9.8,22,1
content_51985aaaf937,0.77,standard_review,89,3.9,104,1
content_b842d7d785fb,0.77,standard_review,1281,5.8,15,0
content_9ecd60ff3bca,0.77,weak_position,1522,71.3,104,1
content_3a009b26ca85,0.77,weak_position,49,12.1,20,1
content_eb7015b56be9,0.77,standard_review,177,9.1,13,0
content_5325df77c55e,0.77,weak_position,74,28.2,20,1
content_463365335aed,0.77,weak_position,1407,28.7,104,0
content_4521b26bd5ff,0.77,weak_position,9970,19.6,20,1
content_ca17bd0115fd,0.77,standard_review,1317,6.8,104,1
content_cdf9523af921,0.77,weak_position,110,15.3,20,1
content_a9e82d7704af,0.77,weak_position,1415,27.1,106,1
content_7ac35f30c3aa,0.77,weak_position,2,29.0,20,0
content_5d935a36c301,0.77,weak_position,2369,13.5,25,0
content_b4bb27d63f25,0.77,standard_review,402,7.1,20,1
content_f3a4a0cd98cc,0.77,standard_review,72,9.9,13,1
content_2fb9090982ed,0.77,weak_position,119,35.6,104,0
content_e1b2e152e7fc,0.77,weak_position,7,11.9,104,0
content_d5131c5105e3,0.77,standard_review,3642,5.4,20,0
content_b36f5d040436,0.77,standard_review,2900,5.9,15,1
content_6f705e385021,0.77,weak_position,1263,14.3,20,1
content_570e25c822f8,0.77,standard_review,121,10.4,104,0
content_e4ef2cbd84c9,0.77,weak_position,1505,37.9,13,1
content_bb5ab200e37c,0.77,weak_position,1818,14.1,104,1
content_2ca39321e47e,0.77,standard_review,16,11.3,104,1
content_57c515127a91,0.77,standard_review,1088,11.0,104,0
content_103ae1364bfb,0.77,weak_position,227,14.9,20,1
content_5c8315e9eb01,0.77,weak_position,445,30.8,104,1
content_76aa050d1556,0.77,weak_position,11,57.1,20,1
content_2c3fb52e5e58,0.77,standard_review,1933,5.3,20,1
content_054de9547529,0.77,weak_position,537,37.0,22,1
content_090fd8557ea9,0.77,standard_review,529,5.6,20,1
content_6a5367976d99,0.77,standard_review,106,7.1,20,1
content_33da44cb09c9,0.77,standard_review,35788,5.9,14,1
content_7b7b306491da,0.77,weak_position,2,19.8,8,1
content_c9ffe1b23860,0.77,weak_position,36,23.6,104,0
content_830ff8c15dcf,0.77,standard_review,220,8.0,20,0
content_a2ee10393791,0.77,standard_review,403,4.7,104,1
content_111c5a6a30b1,0.77,weak_position,647,38.4,20,0
content_e4a481bafa74,0.77,standard_review,314,2.2,104,1
content_3d71412c6f25,0.77,weak_position,319,22.2,104,0
content_f89c67312439,0.77,standard_review,119,5.9,20,1
content_e1039a455c32,0.77,weak_position,10207,19.6,20,1
content_684d759c2792,0.77,standard_review,38,3.8,20,1
content_89f8aad6f3b5,0.77,standard_review,1298,5.9,22,0
content_1e07cd29e230,0.77,weak_position,811,16.7,22,1
content_8f65a4dbfd0e,0.77,standard_review,7573,1.1,104,1
content_9108219331ba,0.77,weak_position,211,13.7,104,1
content_f89be6a6a437,0.77,standard_review,212,4.8,104,1
content_4fbb336ddfb6,0.77,standard_review,3803,8.5,20,1
content_38273597b116,0.77,standard_review,42,11.3,22,0
content_5b2b722628c2,0.77,weak_position,265,20.8,13,0
content_0c0ae627d301,0.77,standard_review,2984,3.5,104,0
content_ae79ee44dbb5,0.77,weak_position,1194,34.7,22,0
content_cd4f4983677f,0.77,weak_position,83,14.9,20,0
content_91b0ee9b05cf,0.77,standard_review,1660,4.8,104,1
content_115ca955ea1a,0.77,weak_position,194,40.6,20,1
content_331265758b39,0.77,standard_review,361,9.5,20,1
content_b16f7a2bf209,0.77,weak_position,77,19.5,104,0
content_f5491f6ff669,0.77,weak_position,518,12.3,104,1
content_f3a2520e3120,0.77,weak_position,154,23.5,13,1
content_0a0fd2a4921c,0.77,weak_position,96,17.4,20,1
content_0868e82484db,0.77,standard_review,321,4.1,106,1
content_d603c0b7de2e,0.77,weak_position,177,23.3,20,0
content_9acf34d1453e,0.77,weak_position,3482,15.0,20,1
content_8ed11d98ed15,0.77,weak_position,4490,31.1,104,1
content_75ce1a048515,0.77,standard_review,5402,7.9,20,1
content_2dd579b85ce7,0.77,standard_review,2433,7.9,20,0
content_ee8233d5ac9a,0.77,standard_review,5931,7.9,20,1
content_8046629df792,0.77,weak_position,203,24.5,22,0
content_5814b70d4f91,0.77,standard_review,176,2.3,20,1
content_428042ca89f2,0.77,weak_position,217,24.8,20,1
content_81e59177b59a,0.77,standard_review,2881,5.6,104,1
content_36463ce6c065,0.77,weak_position,604,23.8,104,1
content_52f477c32ff3,0.77,weak_position,203,24.4,22,0
content_08a037280b25,0.77,weak_position,1268,15.7,104,0
content_edc412bf441c,0.77,weak_position,156,15.6,20,1
content_c4d56710ca6c,0.77,weak_position,5687,16.7,104,1
content_bd36f2a872ca,0.77,standard_review,516,8.5,104,0
content_3e8fc08a39a5,0.77,weak_position,284,17.3,15,0
content_3b806fcc5b2c,0.77,standard_review,882,4.3,104,1
content_a86656c677dc,0.77,weak_position,59,29.7,11,0
content_644ba8778c64,0.77,weak_position,2171,20.3,20,1
content_26150c6d3662,0.77,standard_review,122,7.7,104,1
content_090ba46d55ce,0.77,weak_position,147,12.1,11,1
content_671f4a1e9081,0.77,weak_position,359,14.2,22,1
content_8415ffcc55e6,0.77,standard_review,1680,8.0,20,0
content_c6c89218b516,0.77,standard_review,103,9.2,13,1
content_8b8b029f1142,0.77,weak_position,5,25.7,22,0
content_ab50671392b4,0.77,weak_position,1707,30.4,22,0
content_d116df9a2fe0,0.77,weak_position,2515,19.3,20,1
content_3cc7636972f7,0.77,standard_review,317,4.6,104,1
content_d1dd4dd758df,0.77,weak_position,16,27.6,20,1
content_d5b605d1d6fc,0.77,weak_position,610,23.3,104,0
content_1d2233dc3323,0.77,standard_review,60,1.5,8,0
content_d7b226a8d87e,0.77,weak_position,55,14.9,104,0
content_c26450122713,0.7693333333333332,weak_position,6,25.6,20,1
content_c18a8ad752fb,0.7690119047619048,standard_review,2,10.1,20,0
content_82b0db79f37e,0.76875,standard_review,143,5.1,104,1
content_b954bc4acaad,0.7686666666666667,weak_position,10,41.4,104,1
content_9f73f233ef36,0.7681904761904762,standard_review,4,5.6,20,0
content_f4769b8328fb,0.767549062049062,standard_review,2,7.0,20,0
content_916773a56f03,0.7675,standard_review,43,6.1,20,1
content_45db32ece022,0.7666666666666666,weak_position,82,13.2,104,1
content_02707e327a37,0.7665833333333333,standard_review,4,5.4,20,0
content_01d4e500383d,0.7665833333333333,standard_review,4,5.4,20,0
content_36ae8f8944d6,0.7661071428571428,standard_review,2,5.0,8,1
content_7fd8dac27be0,0.7658333333333333,standard_review,15,6.1,20,0
content_f27a68e7ae11,0.7655,standard_review,133,8.4,104,1
content_d800cce05023,0.7654166666666665,standard_review,2776,6.4,104,1
content_1b27daca9012,0.7653214285714286,standard_review,6,9.1,20,1
content_9c366e02e317,0.7652500000000001,standard_review,59,10.4,104,0
content_d5f936cd8135,0.765,weak_position,141,18.3,104,0
content_fa718258079e,0.765,standard_review,1093,5.1,104,1
content_510d2f5971eb,0.765,standard_review,81,5.5,104,1
content_8d77c0384b42,0.765,standard_review,6703,7.5,104,1
content_4c02ed515423,0.765,standard_review,549,8.5,20,1
content_9d148a3dccd7,0.765,standard_review,6800,5.1,104,1
content_009d98226b8b,0.765,weak_position,604,22.9,8,0
content_84efcacef727,0.765,standard_review,3355,4.5,20,1
content_7c67244a774f,0.765,standard_review,798,5.9,22,1
content_7bc739e02cff,0.765,standard_review,238,5.0,104,1
content_724a2783045d,0.765,weak_position,64,11.5,13,1
content_e007a03a58fc,0.765,standard_review,104,7.6,20,0
content_373eaf1f5432,0.765,weak_position,7122,36.5,104,1
content_98f2cbf89ca9,0.765,standard_review,6220,10.0,20,1
content_825b0794d188,0.765,standard_review,9,7.6,104,0
content_cbfbf617a0d1,0.765,weak_position,163,23.6,13,0
content_c0fcb6a10c0e,0.765,standard_review,305,6.3,104,1
content_5a6e508b7597,0.765,standard_review,3448,3.8,20,1
content_45078ec95cdc,0.765,weak_position,156,30.9,20,1
content_5e798568d56b,0.765,weak_position,200,18.5,13,0
content_4c6bf815c9d3,0.765,standard_review,22,6.8,104,1
content_f36b94a41da9,0.765,weak_position,550,16.8,20,1
content_42edb62e279e,0.765,weak_position,3994,21.1,104,0
content_0472d032b72d,0.765,standard_review,221,9.9,104,1
content_7a6df559322d,0.765,standard_review,8724,0.7,104,1
content_e3bbf88db1f4,0.765,weak_position,79,47.6,20,1
content_717e384286f7,0.765,standard_review,2700,6.8,22,0
content_7b2b7acfcc4a,0.765,standard_review,20,9.2,8,1
content_1ead40d82bfa,0.765,standard_review,4066,6.3,104,1
content_f6bf28687daa,0.765,standard_review,11,9.4,104,1
content_214390c704e3,0.765,standard_review,2425,7.3,15,0
content_7cd9b5db3ea1,0.765,standard_review,514,5.4,20,1
content_d083aab4c7fa,0.765,standard_review,1225,6.5,20,0
content_79fdc35042cf,0.765,weak_position,2141,20.5,104,1
content_deabeb979acb,0.765,weak_position,602,16.1,104,1
content_80766411f690,0.765,weak_position,13,31.6,104,0
content_b0bbe3291c4c,0.765,standard_review,37,7.3,20,1
content_d74f70363d5c,0.765,weak_position,15,18.6,20,1
content_4221cd0e0176,0.765,standard_review,106,10.2,13,0
content_9ef8e61550e9,0.765,standard_review,619,8.8,20,1
content_1e14e9139a13,0.765,standard_review,2197,7.2,22,1
content_d693c4079324,0.765,weak_position,1916,22.6,22,0
content_7cb70d02699c,0.765,weak_position,69,14.1,20,1
content_98e305f0cacc,0.765,standard_review,133,9.6,13,0
content_46f437984262,0.765,weak_position,9,19.5,92,1
content_cfbe919472e0,0.765,standard_review,82,4.9,104,0
content_2b1e7392a914,0.765,standard_review,56,5.4,104,1
content_3122cd621a5f,0.765,weak_position,139,20.8,104,1
content_0996869c2c54,0.765,weak_position,69,32.5,8,1
content_598fc61cbd75,0.765,weak_position,50,22.6,104,1
content_79bb85959143,0.765,standard_review,2846,3.2,104,1
content_b4ecd234b599,0.765,standard_review,809,3.8,22,1
content_dc99a69a88c9,0.765,standard_review,415,6.2,104,1
content_6bc2ec5f6061,0.765,weak_position,124,23.0,8,1
content_718fb4783096,0.765,standard_review,39,7.9,20,1
content_ccaccb240266,0.765,standard_review,286,4.9,22,0
content_8ae219136693,0.765,standard_review,1211,6.9,104,1
content_714b8814cf6f,0.765,standard_review,8415,6.0,22,1
content_0f7afb8f94e5,0.765,weak_position,116,22.4,13,0
content_8f2e62e2249e,0.765,standard_review,60,6.0,8,0
content_a9c9fc9af7f7,0.765,weak_position,1224,30.0,104,0
content_d83aae71922d,0.765,standard_review,9,5.8,20,0
content_84c241d65f38,0.765,standard_review,870,9.1,20,0
content_571a80f42387,0.765,standard_review,121,11.0,20,1
content_500e7fe6a0f9,0.765,weak_position,734,15.5,22,1
content_81f897429914,0.765,weak_position,432,12.9,104,1
content_dbf29df094f9,0.765,weak_position,1803,44.7,104,1
content_a5b06020eb2e,0.765,standard_review,53,10.3,13,0
content_6c8509f56acd,0.765,weak_position,107,14.5,104,1
content_dc1490cb87df,0.765,standard_review,142,7.0,20,1
content_e7da1d48ad15,0.765,standard_review,49,5.4,20,0
content_9cb90fcbdd91,0.765,standard_review,285,9.4,104,1
content_728e37c5c417,0.765,standard_review,54,7.7,20,0
content_153025352cee,0.765,weak_position,138,16.6,20,1
content_965830024759,0.765,standard_review,1438,5.2,20,1
content_365ffb2ca896,0.765,weak_position,11,30.4,22,0
content_e3d6e71c109e,0.765,weak_position,1946,22.1,20,1
content_ea27349a124e,0.765,weak_position,180,13.0,20,1
content_a33756b40c36,0.765,weak_position,5,54.0,8,1
content_b6e4aed827fc,0.765,weak_position,72,14.8,104,1
content_c26ea743fe05,0.765,weak_position,244,22.1,104,0
content_78569289e95b,0.765,weak_position,642,19.2,11,0
content_1d937ace9630,0.765,weak_position,953,15.3,15,1
content_a2e49b430ebe,0.765,standard_review,50,5.8,20,1
content_63720c3d0feb,0.765,standard_review,10409,6.4,22,1
content_adaea1bd1d8f,0.765,weak_position,166,14.5,20,1
content_0219ccd5c89c,0.765,standard_review,273,9.3,20,1
content_e49bee2ebc0d,0.765,weak_position,1212,30.0,104,1
content_c2a3a4d575c1,0.765,weak_position,197,36.3,8,1
content_393c7840774e,0.765,standard_review,179,8.9,20,1
content_465d94a71d6e,0.765,weak_position,328,41.1,20,0
content_df1ea55eabf9,0.765,weak_position,6835,43.8,8,1
content_66ec0bbba92e,0.765,weak_position,118,14.1,20,1
content_3b7c76f80c79,0.765,standard_review,6,7.0,211,0
content_283b24411f85,0.765,weak_position,529,49.7,20,0
content_1c2ea4b530bb,0.765,standard_review,2321,4.0,104,1
content_f034e3366112,0.765,weak_position,1,37.0,8,1
content_a4a3e160e194,0.765,weak_position,1495,23.5,20,1
content_e0ccc43c9b15,0.765,standard_review,332,4.6,20,0
content_78addf8844a1,0.765,weak_position,11,35.4,104,1
content_53773e2a6df5,0.765,weak_position,10690,18.3,104,1
content_850a8f2111ba,0.765,standard_review,768,8.5,20,1
content_bbb7b13eac87,0.765,weak_position,6342,35.3,104,1
content_f85b1d19126c,0.765,standard_review,274,7.6,20,0
content_113ebfccd893,0.765,weak_position,410,14.8,104,1
content_8522ffc1ca54,0.765,standard_review,118,9.2,20,1
content_1a1a3a8855b4,0.765,standard_review,545,9.8,104,0
content_a97796e0e60d,0.765,weak_position,26,22.2,20,1
content_7399b4d816a3,0.765,standard_review,554,11.2,104,1
content_9ed2c5482768,0.765,weak_position,740,35.6,22,0
content_4958b6e1c41a,0.765,standard_review,4,9.6,104,1
content_3f3061eb2a8f,0.765,standard_review,6570,5.1,104,1
content_ab09dae15031,0.765,standard_review,1049,4.7,104,1
content_9ab627efc264,0.765,standard_review,372,8.4,20,1
content_0829ece1148e,0.765,standard_review,282,6.5,20,1
content_72285a1b5053,0.765,standard_review,13,9.4,20,0
content_c49a3b745fe8,0.765,standard_review,7617,7.9,20,1
content_bd4e369f14e9,0.765,weak_position,1605,36.0,22,0
content_a8d49201f120,0.765,weak_position,4486,17.0,104,1
content_320e04a02a9b,0.765,weak_position,1996,41.4,104,1
content_1468e023c8c2,0.765,weak_position,318,50.7,20,1
content_7fb66cd17356,0.765,weak_position,159,14.0,104,0
content_2cb787a5c653,0.765,weak_position,473,15.4,20,1
content_43fb79265218,0.765,weak_position,6,17.7,20,0
content_cbc0fcf44ec6,0.765,standard_review,277,7.3,104,0
content_3159d84a031c,0.765,weak_position,2,20.2,104,0
content_8f16c82296ab,0.765,weak_position,5037,43.6,104,1
content_d9ef4c7ca79d,0.765,standard_review,246,7.4,104,1
